Geo Point;Geo Shape;gml_id;id;nom;code_insee;nom_com;longitude;latitude
48.02184395074654, -3.5132217955999714;"{""coordinates"": [-3.513221795599971, 48.02184395074654], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000292;D562000292;Toulbren;56105;Lanvénégen;-3.5132217;48.021843
47.74006353414484, -2.212644252400034;"{""coordinates"": [-2.212644252400034, 47.74006353414484], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000194;D562000194;Église;56060;Les Fougerêts;-2.2126443;47.740063
47.81734935144117, -2.812164296574013;"{""coordinates"": [-2.812164296574013, 47.81734935144117], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.DREGLRRNS:ST:COL7B1;DREGLRRNS:ST:COL7B1;Colpo Place Villa Vicentina;56042;Colpo;-2.8121;47.81737
48.32824033256584, -2.1186620799538676;"{""coordinates"": [-2.118662079953868, 48.32824033256584], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500099;D221500099;Croix Guessant;22032;Caulnes;-2.1187248;48.328194
47.92879319862654, -4.328338753392997;"{""coordinates"": [-4.328338753392997, 47.92879319862654], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503042;D29503042;Brémillec;29159;Peumérit;-4.3280387;47.928944
47.51793396194356, -2.5553956806000406;"{""coordinates"": [-2.555395680600041, 47.51793396194356], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000333;D562000333;Kervoyal;56052;Damgan;-2.5553956;47.517933
47.989741600646326, -3.9868950632000253;"{""coordinates"": [-3.986895063200025, 47.989741600646326], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29501239;D29501239;Kerriou;29051;Ergué-Gabéric;-3.986895;47.989742
48.67730536983275, -3.989033179381857;"{""coordinates"": [-3.989033179381857, 48.67730536983275], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29505698;D29505698;Ti Kastelliz;29259;Saint-Pol-de-Léon;-3.9889698;48.67735
48.118234279224, -1.6872522083037076;"{""coordinates"": [-1.687252208303708, 48.118234279224], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D357079;D357079;RENNES Anatole France;35238;Rennes;-1.687267;48.118206
48.46447487534931, -1.9552675695999808;"{""coordinates"": [-1.955267569599981, 48.46447487534931], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501109;D221501109;ST HELEN Le Perron;22299;Saint-Hélen;-1.9552675;48.464474
48.01546395385957, -2.062040155122192;"{""coordinates"": [-2.062040155122192, 48.01546395385957], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35PLGNEAR1;D35PLGNEAR1;Plélan/ Le Néard;35223;Plélan-le-Grand;-2.06213;48.0156
48.82665011096978, -3.0893637498359925;"{""coordinates"": [-3.089363749835992, 48.82665011096978], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500349;D221500349;Kermouster;22127;Lézardrieux;-3.08936;48.82668
48.7694828475133, -3.025443445490262;"{""coordinates"": [-3.025443445490262, 48.7694828475133], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500510;D221500510;KERITY Eglise;22162;Paimpol;-3.0253396;48.769043
48.50603510282801, -4.545720542377047;"{""coordinates"": [-4.545720542377047, 48.50603510282801], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500797;D29500797;Prat Ar C'heff;29035;Coat-Méal;-4.545799;48.5061
48.291706186159885, -1.8505402936460384;"{""coordinates"": [-1.850540293646038, 48.291706186159885], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35SBIEGL1;D35SBIEGL1;St-Brieuc-des-Iffs /Église;35258;Saint-Brieuc-des-Iffs;-1.85061;48.2917
48.37402322960289, -4.56775271790034;"{""coordinates"": [-4.56775271790034, 48.37402322960289], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29504696;D29504696;Coatuelen;29212;Plouzané;-4.567872;48.374046
48.511425269768274, -2.7746186568208344;"{""coordinates"": [-2.774618656820834, 48.511425269768274], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501011;D221501011;ST BRIEUC Laënnec;22278;Saint-Brieuc;-2.7746851;48.51141
48.28088259227571, -2.158536698816672;"{""coordinates"": [-2.158536698816672, 48.28088259227571], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500105;D221500105;Chauvetais;22032;Caulnes;-2.1585617;48.280933
47.8456399795663, -4.168682883013131;"{""coordinates"": [-4.168682883013131, 47.8456399795663], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29501837;D29501837;Place des déportés;29085;Île-Tudy;-4.1684756;47.84565
48.39155464013242, -4.435872933929036;"{""coordinates"": [-4.435872933929036, 48.39155464013242], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500336;D29500336;Océanopolis;29019;Brest;-4.4359818;48.391193
48.13828361985324, -1.6865425240095868;"{""coordinates"": [-1.686542524009587, 48.13828361985324], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D353367;D353367;ST-GREGOIRE La Plesse;35278;Saint-Grégoire;-1.686293;48.13807
48.66653239547852, -4.09525816557083;"{""coordinates"": [-4.09525816557083, 48.66653239547852], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500729;D29500729;Les Ajoncs d'Or;29030;Cléder;-4.09523;48.66672
47.70311010443829, -2.9285553874077888;"{""coordinates"": [-2.928555387407789, 47.70311010443829], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000093;D562000093;Plumergat/Mériadec Kerhouil;56263;Sainte-Anne-d'Auray;-2.9285705;47.703026
48.3640280322155, -3.747183954902653;"{""coordinates"": [-3.747183954902653, 48.3640280322155], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29501821;D29501821;Bourg;29081;Huelgoat;-3.746443;48.36407
48.22574729451158, -3.9701046447359425;"{""coordinates"": [-3.970104644735942, 48.22574729451158], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503140;D29503140;Bourg;29162;Pleyben;-3.970008;48.22581
48.04542137599004, -1.504708608394296;"{""coordinates"": [-1.504708608394296, 48.04542137599004], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D351513;D351513;Châteaugiron/Rue des Rosiers;35069;Châteaugiron;-1.5047045;48.04547
48.50947067474952, -1.9332340388999478;"{""coordinates"": [-1.933234038899948, 48.50947067474952], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500593;D221500593;PLEUDIHEN Carrefour D48;22197;Pleudihen-sur-Rance;-1.9332341;48.50947
48.49038301412919, -1.9791496221381506;"{""coordinates"": [-1.979149622138151, 48.49038301412919], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500461;D221500461;LA VICOMTE Passage à niveau;22385;La Vicomté-sur-Rance;-1.9791113;48.490356
47.59852664376843, -2.9915094958511;"{""coordinates"": [-2.9915094958511, 47.59852664376843], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000365;D562000365;Le Chat Noir;56233;Saint-Philibert;-2.9915004;47.598614
47.89219235449994, -1.9895802034953292;"{""coordinates"": [-1.989580203495329, 47.89219235449994], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D3512930;D3512930;Maure-de-Bretagne/Presbytère;35168;Val d'Anast;-1.98986;47.8922
48.439369376449115, -2.8179195862000515;"{""coordinates"": [-2.817919586200051, 48.439369376449115], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501128;D221501128;ST JULIEN Croix Dolo;22307;Saint-Julien;-2.8179195;48.43937
48.09124573804642, -4.272979389219858;"{""coordinates"": [-4.272979389219858, 48.09124573804642], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29501897;D29501897;Bourg;29090;Kerlaz;-4.273583;48.09165
47.751211151316376, -2.1005884778518373;"{""coordinates"": [-2.100588477851837, 47.751211151316376], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000134;D562000134;Plessis Morio;56044;Cournon;-2.1016774;47.751057
48.77145073735122, -3.073769505800028;"{""coordinates"": [-3.073769505800028, 48.77145073735122], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500514;D221500514;Plounez Eglise;22162;Paimpol;-3.0737696;48.77145
48.77727046271513, -3.0465104111960035;"{""coordinates"": [-3.046510411196004, 48.77727046271513], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500507;D221500507;Gare;22162;Paimpol;-3.0465968;48.777176
48.62133664214796, -2.044441621052945;"{""coordinates"": [-2.044441621052945, 48.62133664214796], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35ARCOM@DNDGUAI;D35ARCOM@DNDGUAI;Dinard La Guais;35093;Dinard;-2.04439;48.6214
48.617421861950284, -3.286486839299975;"{""coordinates"": [-3.286486839299975, 48.617421861950284], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500013;D221500013;Armoripark;22004;Bégard;-3.2864869;48.61742
48.434798847616186, -2.1791539682444823;"{""coordinates"": [-2.179153968244482, 48.434798847616186], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500403;D221500403;Centre;22097;La Landec;-2.1792166;48.43476
48.48676683204939, -1.944802146299972;"{""coordinates"": [-1.944802146299972, 48.48676683204939], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500588;D221500588;PLEUDIHEN Launay Mousson;22197;Pleudihen-sur-Rance;-1.9448022;48.486767
48.21141610031698, -1.5133970758537874;"{""coordinates"": [-1.513397075853787, 48.21141610031698], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D352979;D352979;LIFFRE Maurice Ravel;35152;Liffré;-1.513305;48.21146
48.29416709713428, -2.153738913545836;"{""coordinates"": [-2.153738913545836, 48.29416709713428], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500097;D221500097;Croisement D62;22032;Caulnes;-2.153665;48.294163
48.249399999047924, -1.7847199999999523;"{""coordinates"": [-1.78472, 48.249399999047924], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35VIGCE1;D35VIGCE1;Vignoc /Centre;35356;Vignoc;-1.78472;48.2494
48.611027648371, -4.220093342782049;"{""coordinates"": [-4.220093342782049, 48.611027648371], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29504518;D29504518;Kerjean;29206;Plounévez-Lochrist;-4.218862;48.61142
47.68177891892422, -2.7375708218519312;"{""coordinates"": [-2.737570821851931, 47.68177891892422], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000574;D562000574;St-Avé/Toulbao;56206;Saint-Avé;-2.7376807;47.681824
48.18261891370771, -1.919001396439857;"{""coordinates"": [-1.919001396439857, 48.18261891370771], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35ARCOM@PLECE;D35ARCOM@PLECE;Pleumeuleuc Centre;35227;Pleumeleuc;-1.91884;48.1825
47.65835692854443, -2.7646619280000704;"{""coordinates"": [-2.76466192800007, 47.65835692854443], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000021;D562000021;Pl. De La Libération;56260;Vannes;-2.764662;47.658356
48.4538860528815, -2.0482692832428784;"{""coordinates"": [-2.048269283242878, 48.4538860528815], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35DINDUC1;D35DINDUC1;Dinan Place /Duclos;22050;Dinan;-2.04837;48.4539
48.33870908353356, -4.714115193434591;"{""coordinates"": [-4.714115193434591, 48.33870908353356], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29504037;D29504037;Keruzas;29190;Plougonvelin;-4.71445;48.339317
48.618538251527, -2.255675332011667;"{""coordinates"": [-2.255675332011667, 48.618538251527], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501088;D221501088;ST CAST la Bassière;22282;Saint-Cast-le-Guildo;-2.2556522;48.618546
48.56434576629482, -4.312586524394939;"{""coordinates"": [-4.312586524394939, 48.56434576629482], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29502507;D29502507;Bel Air;29179;Ploudaniel;-4.3124843;48.56438
48.08086814095774, -4.327648835466401;"{""coordinates"": [-4.327648835466401, 48.08086814095774], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29501108;D29501108;Kerharo;29046;Douarnenez;-4.3277755;48.081024
48.48895326635701, -2.7383967654568795;"{""coordinates"": [-2.738396765456879, 48.48895326635701], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501295;D221501295;Centre;22360;Trégueux;-2.7382412;48.489075
47.846122889590006, -4.265375464192477;"{""coordinates"": [-4.265375464192477, 47.846122889590006], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503381;D29503381;Penfrat;29171;Plomeur;-4.2655616;47.846104
48.62009405131963, -2.3381958450127516;"{""coordinates"": [-2.338195845012752, 48.62009405131963], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501345;D221501345;PLEBOULLE Port à la Duc;22179;Fréhel;-2.338143;48.619957
48.591264047374395, -3.261426994143046;"{""coordinates"": [-3.261426994143046, 48.591264047374395], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500616;D221500616;Maudez;22164;Pédernec;-3.2612913;48.59131
48.25277367940932, -3.8252706636702256;"{""coordinates"": [-3.825270663670226, 48.25277367940932], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503587;D29503587;Bourg;29175;Plonévez-du-Faou;-3.8252192;48.252796
48.28495293634884, -1.8887084728274823;"{""coordinates"": [-1.888708472827482, 48.28495293634884], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35CRCCE1;D35CRCCE1;Cardroc /Centre;35050;Cardroc;-1.88869;48.2849
48.65829609227175, -4.157307002449708;"{""coordinates"": [-4.157307002449708, 48.65829609227175], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503951;D29503951;Gorre Bloue;29185;Plouescat;-4.157442;48.65828
48.28204033440165, -1.7990687194986792;"{""coordinates"": [-1.799068719498679, 48.28204033440165], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35SSYTUV1;D35SSYTUV1;Saint-Symphorien/ La Tuvelière;35317;Saint-Symphorien;-1.79894;48.2821
48.09587398200566, -4.344644783197567;"{""coordinates"": [-4.344644783197567, 48.09587398200566], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29501107;D29501107;Rue Salvador Allende;29046;Douarnenez;-4.344549;48.095757
47.768752743845006, -2.141400710999984;"{""coordinates"": [-2.141400710999984, 47.768752743845006], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000557;D562000557;Inter La Gazaie;56061;La Gacilly;-2.1414008;47.768753
48.493692850867475, -4.33851507797368;"{""coordinates"": [-4.33851507797368, 48.493692850867475], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29505839;D29505839;Pentraon;29268;Saint-Thonan;-4.338467;48.493717
48.13145650548018, -1.8448480376786391;"{""coordinates"": [-1.844848037678639, 48.13145650548018], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35CHTPONT1;D35CHTPONT1;La Chapelle-Thouarault /Pont Harel;35065;La Chapelle-Thouarault;-1.84463;48.1315
47.754884589103945, -2.1132930352582666;"{""coordinates"": [-2.113293035258267, 47.754884589103945], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000227;D562000227;Brossais;56044;Cournon;-2.1133387;47.754875
47.75667952324952, -2.1279380392859837;"{""coordinates"": [-2.127938039285984, 47.75667952324952], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000001;D562000001;Les Roches Blanches;56044;Cournon;-2.1279106;47.75675
48.26671789174719, -1.1452222201990703;"{""coordinates"": [-1.14522222019907, 48.26671789174719], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D352781;D352781;DOMPIERRE-DU-CHEMIN Centre;35163;Luitré-Dompierre;-1.1451743;48.266808
47.90893018400023, -4.05598611738619;"{""coordinates"": [-4.05598611738619, 47.90893018400023], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503126;D29503126;Bellevue;29161;Pleuven;-4.0557384;47.909073
47.87564300074564, -4.105773469000003;"{""coordinates"": [-4.105773469, 47.87564300074564], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500087;D29500087;Notre-Dame de la Mer;29006;Bénodet;-4.1057734;47.875645
48.298795288849284, -1.5211232887410686;"{""coordinates"": [-1.521123288741069, 48.298795288849284], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D357059;D357059;GAHARD Bourg;35118;Gahard;-1.521205;48.29872
48.862549879957136, -3.0958577610129674;"{""coordinates"": [-3.095857761012967, 48.862549879957136], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500690;D221500690;Chouette Auberge;22195;Pleubian;-3.0958393;48.862514
47.99613629894635, -3.866558929499941;"{""coordinates"": [-3.866558929499941, 47.99613629894635], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29501175;D29501175;Kerdaennes;29049;Elliant;-3.866559;47.996136
48.65923958197532, -2.8554254565068;"{""coordinates"": [-2.8554254565068, 48.65923958197532], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501195;D221501195;ST QUAY PX Place St Roch;22325;Saint-Quay-Portrieux;-2.855545;48.65918
48.55718877762192, -1.9297582306482277;"{""coordinates"": [-1.929758230648228, 48.55718877762192], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35CHNCARR1;D35CHNCARR1;Châteauneuf/La Carrée;35070;Châteauneuf-d'Ille-et-Vilaine;-1.92968;48.5573
48.03083144674662, -4.0838143288000746;"{""coordinates"": [-4.083814328800075, 48.03083144674662], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29505214;D29505214;Park Poullic;29232;Quimper;-4.083814;48.03083
48.19204417926714, -1.4615494700080367;"{""coordinates"": [-1.461549470008037, 48.19204417926714], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D357125;D357125;LA-BOUEXIERE Chevré;35031;La Bouëxière;-1.4615881;48.191986
48.71080768328541, -2.965629706110318;"{""coordinates"": [-2.965629706110318, 48.71080768328541], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500408;D221500408;Halte Là;22109;Lanloup;-2.965484;48.71078
48.06949771756442, -1.569792765158862;"{""coordinates"": [-1.569792765158862, 48.06949771756442], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D352118;D352118;Chantepie/Maubusson;35055;Chantepie;-1.569791;48.06945
47.66788384795876, -2.9548859889336385;"{""coordinates"": [-2.954885988933639, 47.66788384795876], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000163;D562000163;Échangeur RN;56176;Pluneret;-2.9549458;47.668015
48.000580040066026, -2.107437869454463;"{""coordinates"": [-2.107437869454463, 48.000580040066026], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35PLGVIEU1;D35PLGVIEU1;Plélan/ Le Vieux Bourg;35223;Plélan-le-Grand;-2.10743;48.0006
48.56825456348296, -3.256232727770345;"{""coordinates"": [-3.256232727770345, 48.56825456348296], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501274;D221501274;Croas Hent;22354;Tréglamus;-3.2562323;48.568317
48.479715218117576, -2.0364396647247474;"{""coordinates"": [-2.036439664724747, 48.479715218117576], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501238;D221501238;La Haye;22339;Taden;-2.0367122;48.479836
48.48510313081366, -2.6774530473550433;"{""coordinates"": [-2.677453047355043, 48.48510313081366], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221501319;D221501319;Centre;22389;Yffiniac;-2.677451;48.485058
47.875563754638975, -4.2423638206559975;"{""coordinates"": [-4.242363820655997, 47.875563754638975], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503506;D29503506;Saint-Julien;29174;Plonéour-Lanvern;-4.242717;47.875908
47.855627391742836, -3.853111660058899;"{""coordinates"": [-3.853111660058899, 47.855627391742836], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29506351;D29506351;Bourg;29293;Trégunc;-3.853144;47.85566
47.559001010755495, -2.5065874497881415;"{""coordinates"": [-2.506587449788142, 47.559001010755495], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000059;D562000059;Espace Littoral;56002;Ambon;-2.5059977;47.559025
47.87136701029643, -4.16443308648953;"{""coordinates"": [-4.16443308648953, 47.87136701029643], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500831;D29500831;Ty Rhu;29037;Combrit;-4.1644425;47.87148
48.17598383217428, -1.4359013741410676;"{""coordinates"": [-1.435901374141068, 48.17598383217428], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D357128;D357128;LA-BOUEXIERE Bellevue;35031;La Bouëxière;-1.4361396;48.176464
48.660910200470205, -4.138514685485812;"{""coordinates"": [-4.138514685485812, 48.660910200470205], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500727;D29500727;Kerider;29030;Cléder;-4.138205;48.66104
48.662931093546014, -4.103187016763883;"{""coordinates"": [-4.103187016763883, 48.662931093546014], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500694;D29500694;Bourg;29030;Cléder;-4.103085;48.66286
48.068756341298936, -1.6975922190508241;"{""coordinates"": [-1.697592219050824, 48.068756341298936], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D351317;D351317;St-Jacques-de-la-Lande/Vallon;35281;Saint-Jacques-de-la-Lande;-1.697856;48.06879
48.10731573975508, -3.159027052946142;"{""coordinates"": [-3.159027052946142, 48.10731573975508], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000104;D562000104;Place de l'église;56242;Séglien;-3.158942;48.107258
47.844107383134215, -1.6885692197375943;"{""coordinates"": [-1.688569219737594, 47.844107383134215], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35867;D35867;Bain-de-Bretagne/Chêne Vert;35012;Bain-de-Bretagne;-1.688617;47.844124
47.98474645678261, -1.8978604147420473;"{""coordinates"": [-1.897860414742047, 47.98474645678261], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D3512963;D3512963;Baulon/Croix Rouge;35016;Baulon;-1.89806;47.9848
48.58664999934323, -1.9553499992555314;"{""coordinates"": [-1.955349999255531, 48.58664999934323], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35SMPGAST1;D35SMPGAST1;St-Père-Marc-en-P. /Les Gastines;35306;Saint-Père;-1.95509;48.5865
47.94968741973818, -4.032830068500695;"{""coordinates"": [-4.032830068500695, 47.94968741973818], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29505568;D29505568;Cité du Chapon;29247;Saint-Évarzec;-4.0328116;47.949684
48.12531153647649, -4.219537893459576;"{""coordinates"": [-4.219537893459576, 48.12531153647649], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503636;D29503636;Bourg;29176;Plonévez-Porzay;-4.2194552;48.125286
48.49081147865792, -4.574717082627911;"{""coordinates"": [-4.574717082627911, 48.49081147865792], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29501659;D29501659;Bourg de Guipronvel;29076;Milizac-Guipronvel;-4.574643;48.490837
48.23975122516121, -4.065223512625282;"{""coordinates"": [-4.065223512625282, 48.23975122516121], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29505757;D29505757;Bourg;29263;Saint-Ségal;-4.065582;48.23995
48.597624113001444, -2.2957739022427397;"{""coordinates"": [-2.29577390224274, 48.597624113001444], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500462;D221500462;Coll. P. Sébillot;22143;Matignon;-2.2957904;48.59765
47.907288595561866, -4.05003493508045;"{""coordinates"": [-4.05003493508045, 47.907288595561866], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29503138;D29503138;Terrain des Sports;29161;Pleuven;-4.050048;47.907406
48.4039455939214, -3.750409808770927;"{""coordinates"": [-3.750409808770927, 48.4039455939214], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500090;D29500090;Bourg;29007;Berrien;-3.7490473;48.405148
47.861882184381095, -3.092553419769672;"{""coordinates"": [-3.092553419769672, 47.861882184381095], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000556;D562000556;Kergonan;56101;Languidic;-3.092946;47.861763
48.49863155076208, -1.971533756900278;"{""coordinates"": [-1.971533756900278, 48.49863155076208], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500601;D221500601;PLEUDIHEN La Chapelle;22197;Pleudihen-sur-Rance;-1.9716951;48.4986
47.807200470958804, -4.359338756732282;"{""coordinates"": [-4.359338756732282, 47.807200470958804], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29502989;D29502989;Kerontec;29158;Penmarch;-4.359219;47.807102
48.190807766825614, -3.8191908597578146;"{""coordinates"": [-3.819190859757815, 48.190807766825614], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29500634;D29500634;Collège de l'Aulne;29027;Châteauneuf-du-Faou;-3.8189812;48.190834
48.397245117901335, -4.436245009401295;"{""coordinates"": [-4.436245009401295, 48.397245117901335], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29501654;D29501654;Palaren;29075;Guipavas;-4.4363766;48.39729
47.99295036651319, -4.1080660723524485;"{""coordinates"": [-4.108066072352448, 47.99295036651319], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29505127;D29505127;44 Quai de l'Odet;29232;Quimper;-4.1081214;47.99303
48.47672876933722, -2.500689269502076;"{""coordinates"": [-2.500689269502076, 48.47672876933722], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500309;D221500309;Gare routière;22093;Lamballe-Armor;-2.500736;48.4767
48.78129857807356, -3.1854209420716013;"{""coordinates"": [-3.185420942071601, 48.78129857807356], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500782;D221500782;Croix Neuve;22199;Pleumeur-Gautier;-3.1854856;48.78138
48.312955875584144, -1.898717310147784;"{""coordinates"": [-1.898717310147784, 48.312955875584144], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35ARCOM@LABCE;D35ARCOM@LABCE;La Baussaine Centre;35017;La Baussaine;-1.89872;48.313
48.25126761414789, -4.225474330000066;"{""coordinates"": [-4.225474330000066, 48.25126761414789], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D29506287;D29506287;Bourg;29289;Trégarvan;-4.2254744;48.251266
48.41006061324893, -2.321459589899951;"{""coordinates"": [-2.321459589899951, 48.41006061324893], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500303;D221500303;JUGON LES LACS Eglise;22084;Jugon-les-lacs - Commune nouvelle;-2.3214595;48.41006
48.49659007307862, -2.726494716249634;"{""coordinates"": [-2.726494716249634, 48.49659007307862], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500372;D221500372;Esp. Commercial;22106;Langueux;-2.7265754;48.496655
47.92225490160946, -2.4025954326333867;"{""coordinates"": [-2.402595432633387, 47.92225490160946], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D562000305;D562000305;St Antoine;56165;Ploërmel;-2.4023902;47.92263
48.32609999904842, -1.8304299999999702;"{""coordinates"": [-1.83043, 48.32609999904842], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D35ARCOM@TINCPRI;D35ARCOM@TINCPRI;Tinténiac Collège Privé;35337;Tinténiac;-1.83043;48.3261
48.47910885932491, -2.5817418797081997;"{""coordinates"": [-2.5817418797082, 48.47910885932491], ""type"": ""Point""}";arret_logique_reseau_breizhgo_car.D221500123;D221500123;Rue Morvan;22044;Coëtmieux;-2.581664;48.479115
